Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Observer,Visit,ID_Method,Distance_Metre,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat,Sheet,Previously_Obs,Start_DateTime,End_DateTime,Interval_Min,Time_of_Day,Observation_Duration_Min,Season,Month
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,75.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Visualization,25.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,8.75,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,25.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,75.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,75.0,False,Undetermined,Eastern Phoebe,Sayornis Phoebe,178329.0,85813.0,Eaph,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,75.0,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,8.75,Early Morning,10.0,Summer,May
Choh,Choh 6,Choh-0106,Forest,2018,2018-05-20,Kimberly Serno,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,19.7000007629395,78.5999984741211,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-20 06:21:00,2018-05-20 06:31:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Hairy Woodpecker,Picoides Villosus,178262.0,85739.0,Hawo,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Visualization,25.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,Cogr,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,American Goldfinch,Spinus Tristis,179236.0,95300.0,Amgo,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Song Sparrow,Melospiza Melodia,179492.0,85643.0,Sosp,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,White-Breasted Nuthatch,Sitta Carolinensis,178775.0,90935.0,Wbnu,False,False,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Carolina Chickadee,Poecile Carolinensis,554383.0,265876.0,Cach,False,True,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0102,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Acadian Flycatcher,Empidonax Virescens,178339.0,85824.0,Acfl,False,True,23.5,74.1999969482422,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 10:14:00,2018-05-21 10:24:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,8.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,American Redstart,Setophaga Ruticilla,178979.0,92746.0,Amre,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,False,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,6.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Blue-Gray Gnatcatcher,Polioptila Caerulea,179853.0,88038.0,Bggn,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Scarlet Tanager,Piranga Olivacea,179883.0,88071.0,Scta,False,True,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,3.75,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0076,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,23.2000007629395,68.6999969482422,Cloudy/Overcast,2.0,Slight Effect On Count,True,Forest,Choh,False,2018-05-21 09:48:00,2018-05-21 09:58:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Visualization,25.0,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,8.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Baltimore Oriole,Icterus Galbula,179083.0,93655.0,Baor,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Blue-Gray Gnatcatcher,Polioptila Caerulea,179853.0,88038.0,Bggn,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Blackpoll Warbler,Setophaga Striata,950041.0,773819.0,Blpw,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,8.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Acadian Flycatcher,Empidonax Virescens,178339.0,85824.0,Acfl,False,True,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,3.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,3.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Wood Thrush,Hylocichla Mustelina,179777.0,87156.0,Woth,True,True,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,8.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0286,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Downy Woodpecker,Picoides Pubescens,178259.0,84936.0,Dowo,False,True,19.0,78.5,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 07:12:00,2018-05-21 07:22:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Acadian Flycatcher,Empidonax Virescens,178339.0,85824.0,Acfl,False,True,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,3.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,Eato,False,True,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,Eawp,False,True,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,3.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Wood Thrush,Hylocichla Mustelina,179777.0,87156.0,Woth,True,True,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,6.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,False,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,3.75,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,75.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0267,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,25.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,21.0,71.6999969482422,Partly Cloudy,0.5,No Effect On Count,True,Forest,Choh,False,2018-05-21 06:55:00,2018-05-21 07:05:00,1.25,Early Morning,10.0,Summer,May
Choh,Choh 8,Choh-0380,Forest,2018,2018-05-21,Kimberly Serno,1,Calling,75.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,21.1000003814697,76.5999984741211,Partly Cloudy,2.0,No Effect On Count,True,Forest,Choh,False,2018-05-21 08:35:00,2018-05-21 08:45:00,1.25,Morning,10.0,Summer,May
Choh,Choh 8,Choh-0380,Forest,2018,2018-05-21,Kimberly Serno,1,Singing,25.0,False,Undetermined,Red-Eyed Vireo,Vireo Olivaceus,179021.0,93587.0,Revi,False,False,21.1000003814697,76.5999984741211,Partly Cloudy,2.0,No Effect On Count,False,Forest,Choh,False,2018-05-21 08:35:00,2018-05-21 08:45:00,3.75,Morning,10.0,Summer,May
